work_id,category,state,district,sanctioned_amt,norm_cost,norm_duration,shap_norm_cost,shap_norm_duration,primary_driver
21,Irrigation Facilities,West Bengal,Tamluk,1338351.07,0.4088685330116099,1.18348623853211,-0.7335685897878204,0.6669093580912009,Cost Multiplier
22,Drinking Water Supply,West Bengal,Tamluk,2452679.5,1.6323031384832347,0.9436619718309859,-0.2568323392536948,1.1188753681903527,Timeline Duration
23,Community Hall Construction,West Bengal,Tamluk,1189124.32,0.6652316247074336,1.1376146788990826,0.460469380158724,0.7014136697638994,Timeline Duration
24,Rural Roads,West Bengal,Tamluk,1324662.91,0.3836773767700608,0.46632124352331605,-0.8764237906793966,-0.5513965443539399,Cost Multiplier
25,School Infrastructure,West Bengal,Tamluk,2343135.31,1.0837462003718983,1.2166666666666666,0.4359655411942145,0.6824787848657169,Timeline Duration
26,Health Centre Infrastructure,West Bengal,Tamluk,4455536.62,1.487106371385541,1.2895927601809956,0.19697721401224205,0.13064086500182814,Cost Multiplier
27,Drinking Water Supply,West Bengal,Murshidabad,2439038.52,1.6232248164007992,0.6619718309859155,-0.13459185678896884,0.6661677793122459,Timeline Duration
28,Community Hall Construction,West Bengal,Murshidabad,2386040.24,1.3348221029341278,0.9724770642201835,0.3680874674122854,1.1525959517917577,Timeline Duration
29,Street Lighting,West Bengal,Murshidabad,735151.1,1.0750881285046243,0.5454545454545454,0.46766626517768556,-0.10231820007566841,Cost Multiplier
30,Rural Roads,West Bengal,Murshidabad,3585304.79,1.038453123707022,1.0155440414507773,0.550343471448116,0.9567521880301315,Timeline Duration
31,Electrification,West Bengal,Murshidabad,1372673.12,1.3263476304142812,1.063157894736842,0.35969780130846685,0.9898407686796404,Timeline Duration
32,Rural Roads,West Bengal,Murshidabad,4683771.98,1.356614828655174,1.005181347150259,0.16591745340123057,1.0224780748830335,Timeline Duration
33,Street Lighting,West Bengal,Murshidabad,639562.98,0.9352996509548044,1.196969696969697,0.4104961317349992,0.6418204075106445,Timeline Duration
34,Sports Infrastructure,West Bengal,Murshidabad,2784886.91,1.401381289693001,0.9395604395604396,0.3389254758828856,1.181666304503751,Timeline Duration
35,Irrigation Facilities,West Bengal,Kanthi,5186839.6,1.5845883384084904,1.353211009174312,-0.0698177833091395,-0.1897874490048537,Timeline Duration
36,Irrigation Facilities,West Bengal,Kanthi,3842118.24,1.173773670944163,0.9862385321100917,0.26469289492526654,1.1078612018630096,Timeline Duration
37,Community Hall Construction,West Bengal,Kanthi,2331930.59,1.304551550245532,1.188073394495413,0.1340587874167077,0.6099402402345394,Timeline Duration
38,Rural Roads,West Bengal,Kanthi,5714978.18,1.6552949583230472,0.8134715025906736,-0.3950557168522494,1.0168542000744776,Timeline Duration
39,Irrigation Facilities,West Bengal,Kanthi,2888846.36,0.8825474868183346,0.37155963302752293,0.47746896756603285,-1.6550915821911774,Timeline Duration
40,Irrigation Facilities,West Bengal,Kanthi,4166525.06,1.2728805073830962,1.4495412844036697,-0.06492082247077204,-0.8435821060902224,Timeline Duration
41,Irrigation Facilities,West Bengal,Kanthi,1414707.93,0.43219568388658386,0.7844036697247706,-0.4673379240577866,0.9026066657576494,Timeline Duration
42,Sports Infrastructure,Uttar Pradesh,Badaun,2195006.55,1.1045479437165309,1.0934065934065933,0.3013833094819908,0.8921368387454833,Timeline Duration
43,Street Lighting,Uttar Pradesh,Badaun,548227.22,0.8017298429466989,0.7575757575757576,0.548526077785471,0.9046341859739795,Timeline Duration
44,Sanitation & Drainage,Uttar Pradesh,Badaun,1218541.93,1.068475722195244,1.456896551724138,0.4650731791335545,-0.7989123490638778,Timeline Duration
45,Drinking Water Supply,Uttar Pradesh,Badaun,2333150.39,1.5527543260953514,0.9366197183098591,0.316842449191824,1.1661766797618183,Timeline Duration
46,Electrification,Uttar Pradesh,Badaun,473496.92,0.4575171675616846,4.578947368421052,-0.23859653391504018,-4.43179632539291,Timeline Duration
47,Street Lighting,Uttar Pradesh,Badaun,943389.73,1.379617196078715,0.6818181818181818,0.2650207741228475,0.7477927196754067,Timeline Duration
48,Sanitation & Drainage,Uttar Pradesh,Badaun,1289303.74,1.1305230544881857,3.7758620689655173,0.36277998353007535,-3.6162793434979554,Timeline Duration
49,Sanitation & Drainage,Uttar Pradesh,Badaun,1195467.9,1.0482433114252634,1.1206896551724137,0.5261614148196869,0.7699153552055886,Timeline Duration
50,Rural Roads,Kerala,Attingal,2193454.56,0.6353155095473519,0.8341968911917098,0.3628381839711155,0.8960934764291993,Timeline Duration
51,Sanitation & Drainage,Kerala,Attingal,1570423.68,1.3770224350347244,0.7327586206896551,0.23465544996516216,0.8683205763626878,Timeline Duration
52,Drinking Water Supply,Kerala,Attingal,497161.45,0.33087005259671143,2.8732394366197185,-1.2288194767409517,-3.3601058822639662,Timeline Duration
53,Street Lighting,Kerala,Attingal,968127.56,1.4157939050001402,1.5909090909090908,-0.0019011257289503875,-1.7619732910962742,Timeline Duration
54,Community Hall Construction,Kerala,Attingal,1172297.41,0.6558181491861308,0.9770642201834863,0.3936426166828193,1.0254115295922444,Timeline Duration
55,Sanitation & Drainage,Kerala,Idukki,653059.53,0.5726337648087634,0.7672413793103449,0.19185001891843054,0.9324643014310862,Timeline Duration
56,Sanitation & Drainage,Kerala,Idukki,1714904.1,1.5037097629813074,1.0344827586206897,0.29640689507363105,1.0634437323613155,Timeline Duration
57,Sanitation & Drainage,Kerala,Idukki,1285780.28,1.127433516594216,1.2413793103448276,0.2969450791901214,0.6134095420829585,Timeline Duration
58,Sports Infrastructure,Kerala,Idukki,3403289.26,1.7125671693351232,1.2197802197802199,-1.2374117192166245,0.4162072845901163,Cost Multiplier
59,Electrification,Kerala,Idukki,559690.08,0.5408014483261531,0.5789473684210527,-0.09529630312324545,0.15521498833680453,Timeline Duration
60,Rural Roads,Maharashtra,Nandurbar,5058620.95,1.4651866535389544,1.1761658031088082,0.4638522480685624,0.6895264784590075,Timeline Duration
61,Rural Roads,Maharashtra,Nandurbar,3135146.95,0.9080687233589542,1.4041450777202074,0.5964123744912886,-0.32148139695766803,Cost Multiplier
62,Rural Roads,Maharashtra,Nandurbar,4798561.05,1.3898625091986525,1.2279792746113989,0.20624343514276516,0.5792493567692818,Timeline Duration
63,Rural Roads,Maharashtra,Nandurbar,854848.42,0.2475995944671171,1.0569948186528497,-2.5000448033262384,0.7880224120198034,Cost Multiplier
64,Street Lighting,Maharashtra,Nandurbar,636216.37,0.9304055541062316,0.8939393939393939,0.5171177443187466,1.0245751046440903,Timeline Duration
65,Rural Roads,Maharashtra,Nandurbar,5122852.27,1.4837907105998396,0.8808290155440415,0.4114744829946109,0.9773255063337656,Timeline Duration
66,Rural Roads,Maharashtra,Nandurbar,3078462.88,0.8916506632486649,1.150259067357513,0.5237225880084108,0.6675317703516627,Timeline Duration
67,Community Hall Construction,Kerala,Kottayam,2824806.12,1.580280827736415,0.8853211009174312,0.1094225765330514,1.053099920735507,Timeline Duration
68,Street Lighting,Kerala,Kottayam,811248.33,1.186373044741689,0.9848484848484849,0.24449568629173135,1.0944743910121228,Timeline Duration
69,Drinking Water Supply,Kerala,Kottayam,1850418.36,1.2314873168447,0.9929577464788732,0.14900113573817073,1.0537998119676317,Timeline Duration
70,Sanitation & Drainage,Kerala,Kottayam,554733.7,0.48641698421780183,0.5258620689655172,-0.04687591287655094,-0.2578577953076768,Timeline Duration
71,Electrification,Kerala,Kottayam,427059.71,0.41264713801921765,0.631578947368421,-0.6598071215237586,0.47912042491145507,Cost Multiplier
72,Rural Roads,Uttar Pradesh,Ghazipur,2040578.18,0.5910361626994033,0.7409326424870466,0.3122206721084475,0.9238094131778524,Timeline Duration
73,Street Lighting,Uttar Pradesh,Ghazipur,345041.38,0.5045899971867728,1.0757575757575757,0.15875475166364797,0.9335087328914912,Timeline Duration
74,Health Centre Infrastructure,Uttar Pradesh,Ghazipur,1217304.75,0.40629486502635526,0.3574660633484163,-0.7977241705465639,-1.6001454285599013,Timeline Duration
75,Street Lighting,Uttar Pradesh,Ghazipur,1162020.54,1.699343832353013,1.1818181818181819,-0.9379391767094016,0.5996206918027429,Cost Multiplier
76,Rural Roads,Uttar Pradesh,Ghazipur,3740068.56,1.0832791370605968,0.9067357512953368,0.3450576976779487,1.0150058409736682,Timeline Duration
77,Irrigation Facilities,Uttar Pradesh,Ghazipur,3151868.71,0.9629012630466947,1.444954128440367,0.6273181675101691,-0.7041818080397683,Timeline Duration
78,Irrigation Facilities,Uttar Pradesh,Ghazipur,1749001.29,0.5343228751464392,1.1238532110091743,0.06527871624626147,0.788478605361539,Timeline Duration
79,Rural Roads,Jammu And Kashmir,Srinagar,3083163.5,0.8930121579634169,0.8911917098445595,0.5783891169136223,1.0382952507807224,Timeline Duration
80,School Infrastructure,Jammu And Kashmir,Srinagar,3328707.52,1.5395927463315657,1.1055555555555556,0.18098160154786352,0.8081450669765075,Timeline Duration
81,Health Centre Infrastructure,Jammu And Kashmir,Srinagar,3120036.55,1.0413619341907152,1.3212669683257918,0.5426568806228034,0.12628258952345717,Cost Multiplier
82,School Infrastructure,Jammu And Kashmir,Srinagar,926476.4,0.4285135706628206,0.7055555555555556,-0.4979462003367676,0.7238819851643331,Timeline Duration
83,Sports Infrastructure,Jammu And Kashmir,Srinagar,726548.82,0.36560620064695115,1.2252747252747254,-1.0987362744739122,0.5785491599263951,Cost Multiplier
84,Sanitation & Drainage,Jammu And Kashmir,Srinagar,1247519.98,1.0938850594853935,0.3706896551724138,0.37319360109963523,-1.5164065017984563,Timeline Duration
85,Street Lighting,Jammu And Kashmir,Srinagar,1016090.03,1.4859344272829187,0.9696969696969697,0.4355621518214913,1.1600996697035493,Timeline Duration
86,Drinking Water Supply,Uttarakhand,Nainital Udham Singh Nag.,401074.44,0.26692238720036837,1.1619718309859155,-2.129008452255304,0.6804881471057668,Cost Multiplier
87,Community Hall Construction,Uttarakhand,Nainital Udham Singh Nag.,2705369.41,1.5134643685095022,1.2155963302752293,0.19459192333356812,0.5490884437916477,Timeline Duration
88,Sanitation & Drainage,Uttarakhand,Nainital Udham Singh Nag.,1396115.86,1.224181019180632,1.4482758620689655,0.0567614947721314,-0.8205404775335969,Timeline Duration
89,Rural Roads,Uttarakhand,Nainital Udham Singh Nag.,4459229.81,1.2915780935662013,0.5854922279792746,-0.005376441787506096,0.252243437016081,Timeline Duration
90,Sanitation & Drainage,Uttarakhand,Nainital Udham Singh Nag.,1670796.25,1.4650338949434882,0.9741379310344828,0.581685533884598,1.1629730194202137,Timeline Duration
91,Sanitation & Drainage,Uttarakhand,Nainital Udham Singh Nag.,861611.04,0.7555016824208874,0.7844827586206896,0.5700965360853958,0.9883539981941547,Timeline Duration
92,Irrigation Facilities,Uttarakhand,Nainital Udham Singh Nag.,3403797.83,1.0398660386024132,0.8715596330275229,0.5462510591741869,0.9511337006516171,Timeline Duration
93,Rural Roads,Bihar,Bhagalpur,5462283.32,1.5821040353522535,0.8704663212435233,0.10499531399409556,0.9705846233709575,Timeline Duration
94,Health Centre Infrastructure,Bihar,Bhagalpur,3436330.5,1.146930081956427,1.0180995475113122,0.15968969132961905,0.9615389980484441,Timeline Duration
95,Health Centre Infrastructure,Bihar,Bhagalpur,1503961.16,0.5019710113733481,0.5158371040723982,0.08495657382811882,-0.31164560387209816,Timeline Duration
96,Rural Roads,Bihar,Bhagalpur,2053625.13,0.5948151011093646,0.8031088082901554,0.3778172173907261,0.9966664989702586,Timeline Duration
97,Electrification,Bihar,Bhagalpur,902338.48,0.8718860210358196,1.1894736842105262,0.5709997950881353,0.6225545182298042,Timeline Duration
98,Health Centre Infrastructure,Bihar,Bhagalpur,1549268.93,0.5170932018493116,0.8597285067873304,0.14414603928248046,1.0090704598549889,Timeline Duration
99,Rural Roads,Uttarakhand,Almora,4130793.9,1.1964494178596492,1.3523316062176165,0.17631621173546386,-0.1953907279677025,Timeline Duration
100,Sanitation & Drainage,Uttarakhand,Almora,903316.71,0.7920712043846384,1.3189655172413792,0.6968515178675235,0.17583590459121462,Cost Multiplier
101,Rural Roads,Uttarakhand,Almora,5608064.32,1.6243282655625764,0.9430051813471503,-0.15252233010246363,1.1219428786599783,Timeline Duration
102,Community Hall Construction,Uttarakhand,Almora,2253749.03,1.2608144528653675,1.073394495412844,-0.07529179294083112,0.875074970737515,Timeline Duration
103,Sanitation & Drainage,Uttarakhand,Almora,428475.09,0.37570740896082433,0.4482758620689655,-1.006484437145159,-0.6751025302462803,Cost Multiplier
104,Electrification,Uttarakhand,Almora,1222675.89,1.1814125634413035,0.8315789473684211,0.16992018513457965,0.8481045805303352,Timeline Duration
105,Community Hall Construction,Uttarakhand,Almora,1137790.2,0.6365137863147865,0.8853211009174312,0.37920699975005673,1.0480382433759852,Timeline Duration
106,Sports Infrastructure,Uttarakhand,Almora,1591929.49,0.8010738941627331,1.2307692307692308,0.5790087403007075,0.6501627980028085,Timeline Duration
107,School Infrastructure,Uttar Pradesh,Hamirpur,1898523.75,0.8781046026651819,1.1166666666666667,0.7058476563275761,0.8543126517450498,Timeline Duration
108,School Infrastructure,Uttar Pradesh,Hamirpur,3295616.87,1.5242876693894507,0.7722222222222223,0.2719616088337173,0.9654112989232314,Timeline Duration
109,Irrigation Facilities,Uttar Pradesh,Hamirpur,2892381.64,0.8836275208839743,1.1376146788990826,0.6716921934372683,0.7906335692623151,Timeline Duration
110,Electrification,Uttar Pradesh,Hamirpur,1756379.5,1.6971045429469906,0.4421052631578947,-0.780347539359743,-0.6742941768204338,Cost Multiplier
111,Drinking Water Supply,Uttar Pradesh,Hamirpur,812595.03,0.5407968785913032,8.669014084507042,-0.07993600900428723,-6.5894924500133705,Timeline Duration
112,Irrigation Facilities,Uttar Pradesh,Hamirpur,5418955.56,1.6555001598140515,1.114678899082569,-0.5254440478227949,0.7474733757700848,Timeline Duration
113,School Infrastructure,Uttar Pradesh,Hamirpur,3630234.9,1.6790550944889555,1.05,-0.6503013226620526,0.998750163083703,Timeline Duration
114,Rural Roads,Uttar Pradesh,Kannauj,3877857.97,1.1231886710079875,0.8393782383419689,0.3036035887215339,0.8652078038413199,Timeline Duration
115,Sanitation & Drainage,Uttar Pradesh,Kannauj,1014964.13,0.8899689908939099,9.46551724137931,0.3415012785210458,-7.027567240766534,Timeline Duration
116,Community Hall Construction,Uttar Pradesh,Kannauj,1623916.87,0.908467550154815,1.0871559633027523,0.4781605913668478,0.9013980352565857,Timeline Duration
117,Sports Infrastructure,Uttar Pradesh,Kannauj,1295023.78,0.6516681479893577,0.8956043956043956,0.345906323238599,1.0028061077372425,Timeline Duration
118,Sanitation & Drainage,Uttar Pradesh,Kannauj,466982.84,0.40947284203981893,0.6810344827586207,-0.7750817617884845,0.6619852068013451,Cost Multiplier
119,Street Lighting,Uttar Pradesh,Kannauj,1047331.37,1.531621897182068,1.196969696969697,0.2502478458856468,0.6282441032939873,Timeline Duration
120,Drinking Water Supply,Uttar Pradesh,Kannauj,2126819.13,1.4154370927327369,0.9014084507042254,0.42530563468589316,1.1300444993156649,Timeline Duration
121,Drinking Water Supply,Uttar Pradesh,Kannauj,2493755.14,1.6596397293778902,1.0492957746478873,-0.4246775750796907,1.0040084871235582,Timeline Duration
122,Drinking Water Supply,Uttar Pradesh,Firozabad,669576.26,0.44561526716061617,0.7323943661971831,-0.2896572212182058,0.8536081102402043,Timeline Duration
123,School Infrastructure,Uttar Pradesh,Firozabad,3669895.18,1.697398754614877,0.8277777777777777,-0.8095691834304711,0.9242338332258545,Timeline Duration
124,Street Lighting,Uttar Pradesh,Firozabad,1076917.5,1.5748887808627081,1.0454545454545454,0.13942256087929825,1.0086919289395997,Timeline Duration
125,Street Lighting,Uttar Pradesh,Firozabad,971011.56,1.4200114789962988,1.0303030303030303,0.3473753898747286,1.0506640068996724,Timeline Duration
126,Health Centre Infrastructure,Uttar Pradesh,Firozabad,1391189.84,0.46433178566734157,1.0542986425339367,-0.05698322563236905,0.9919312684116851,Timeline Duration
127,Community Hall Construction,Uttar Pradesh,Firozabad,750335.84,0.41976025679082646,0.9128440366972477,-0.6431282247738425,0.9123544434904753,Timeline Duration
128,Community Hall Construction,Uttar Pradesh,Firozabad,940250.92,0.526004419070547,2.36697247706422,-0.03325259802486363,-3.2483432905126506,Timeline Duration
129,Sports Infrastructure,Uttar Pradesh,Firozabad,2126373.8,1.0700112983092038,0.7142857142857143,0.40309062612553204,0.6917279415264369,Timeline Duration
130,Sanitation & Drainage,Manipur,Outer Manipur,1852213.13,1.6241088739033076,0.6982758620689655,-0.1240050656524239,0.8472685099628396,Timeline Duration
131,Community Hall Construction,Manipur,Outer Manipur,1966522.94,1.1001316081069126,0.8853211009174312,0.22322705861793515,0.9656023758495573,Timeline Duration
132,Rural Roads,Manipur,Outer Manipur,2550117.57,0.7386199253611184,5.0310880829015545,0.5182989090742277,-4.737187490378189,Timeline Duration
133,Irrigation Facilities,Manipur,Outer Manipur,4029089.91,1.2308938348094116,0.6651376146788991,0.22866559122856814,0.6536138945957203,Timeline Duration
134,Community Hall Construction,Manipur,Outer Manipur,2322077.39,1.2990393761739705,1.298165137614679,-0.0904061047710921,0.09211395991137793,Timeline Duration
135,Electrification,Bihar,Gopalganj,411370.86,0.3974877612395331,0.8421052631578947,-0.9202525396669597,0.8902081407018264,Cost Multiplier
136,Rural Roads,Bihar,Gopalganj,5072641.39,1.4692475550707726,1.0518134715025906,0.49879636761452434,1.038109548664112,Timeline Duration
137,Rural Roads,Bihar,Gopalganj,4546150.66,1.3167539805506299,0.7409326424870466,0.2490349840951787,0.8795056737509389,Timeline Duration
138,Sanitation & Drainage,Bihar,Gopalganj,1182843.14,1.0371733193089137,0.4396551724137931,0.5031053771356663,-0.7724914497483404,Timeline Duration
139,Rural Roads,Bihar,Gopalganj,4955811.74,1.4354088378374472,0.6683937823834197,0.42582644952555704,0.6944678767399921,Timeline Duration
140,Street Lighting,Bihar,Gopalganj,318949.72,0.4664334414542452,1.9696969696969697,-0.04073708745822956,-2.549396160872136,Timeline Duration
141,Street Lighting,Madhya Pradesh,Bhopal,1139564.37,1.6665038328227373,0.4696969696969697,-0.5261557102565808,-0.5322930816177782,Timeline Duration
142,Irrigation Facilities,Madhya Pradesh,Bhopal,4165782.9,1.272653776238136,0.7935779816513762,0.022383826329007355,0.9459889852695803,Timeline Duration
143,Drinking Water Supply,Madhya Pradesh,Bhopal,1093823.63,0.727959663786534,1.204225352112676,0.44701106325382006,0.5796030860284263,Timeline Duration
144,Drinking Water Supply,Madhya Pradesh,Bhopal,755296.56,0.5026636971416734,4.598591549295775,0.024426711513111654,-4.417753668424364,Timeline Duration
145,Health Centre Infrastructure,Madhya Pradesh,Bhopal,1001002.26,0.33410046097148355,1.3484162895927603,-1.3045052335467164,-0.1442278401520512,Cost Multiplier
146,Sports Infrastructure,Maharashtra,Wardha,1290202.43,0.64924199931639,1.0604395604395604,0.28062128650844964,0.8813621213012649,Timeline Duration
147,Irrigation Facilities,Maharashtra,Wardha,2687135.93,0.8209246066518915,1.165137614678899,0.4679549403606766,0.7341208555759723,Timeline Duration
148,Sports Infrastructure,Maharashtra,Wardha,1396556.33,0.7027602822350599,1.032967032967033,0.5757028827774853,1.0256804701706177,Timeline Duration
149,Sports Infrastructure,Maharashtra,Wardha,1018636.92,0.5125876801505401,0.45604395604395603,-0.01075274598631207,-0.8918266246793674,Timeline Duration
150,Community Hall Construction,Maharashtra,Wardha,2585270.3,1.4462773429584503,2.7339449541284404,0.32623440708388274,-3.479227061821495,Timeline Duration
151,Health Centre Infrastructure,Maharashtra,Wardha,2886627.98,0.9634581032526165,0.46153846153846156,0.5914724823100607,-0.6562702164363019,Timeline Duration
152,Electrification,Maharashtra,Wardha,1458294.28,1.4090792152502412,0.9894736842105263,0.3338193196781701,1.1556822502361472,Timeline Duration
153,Electrification,Maharashtra,Wardha,1193891.34,1.153599445278808,0.5894736842105263,0.20580199973128654,0.2860903006219476,Timeline Duration
154,Sanitation & Drainage,Assam,Diphu,2935322.7,2.573831039001336,2.3879310344827585,-5.265795412835515,-2.2586859661830934,Cost Multiplier
155,Sports Infrastructure,Assam,Diphu,3074704.35,1.5472201517251842,5.763736263736264,0.009189749671042033,-5.122560400645275,Timeline Duration
156,Health Centre Infrastructure,Assam,Diphu,3806717.42,1.2705526207405131,0.8280542986425339,-0.014018515137591154,0.854054352503822,Timeline Duration
157,Irrigation Facilities,Assam,Diphu,4499153.88,1.3744991788358585,0.8990825688073395,0.33799345014078286,1.1432239352675984,Timeline Duration
158,School Infrastructure,Assam,Diphu,3550650.0,1.6422455117841575,0.8833333333333333,-0.38117154112025864,0.9737319125981349,Timeline Duration
159,Sanitation & Drainage,Assam,Diphu,1682311.33,1.4751308666735756,0.6896551724137931,0.5127260262922464,0.7444025684708345,Timeline Duration
160,Community Hall Construction,Assam,Diphu,2901300.95,1.6230743180273368,0.5504587155963303,-0.1987822171260719,-0.014146982100789162,Cost Multiplier
161,Drinking Water Supply,Assam,Diphu,1150444.48,0.7656418767126781,3.3943661971830985,0.5277115349132689,-3.735033649602903,Timeline Duration
162,Sports Infrastructure,Andhra Pradesh,Anantapur,3234546.31,1.627654129581706,0.7692307692307693,-0.2907624582683511,0.9247536723667628,Timeline Duration
163,Street Lighting,Andhra Pradesh,Anantapur,1044165.48,1.5269920860382753,0.9545454545454546,0.36181778942777865,1.2151053781140726,Timeline Duration
164,Drinking Water Supply,Andhra Pradesh,Anantapur,1425330.18,0.9485833457607787,0.5563380281690141,0.514078520081335,0.042113705712716804,Cost Multiplier
165,Sanitation & Drainage,Andhra Pradesh,Anantapur,1979049.74,1.7353252671467856,3.336206896551724,-1.216747810369867,-3.563053751514587,Timeline Duration
166,Community Hall Construction,Andhra Pradesh,Anantapur,1793233.96,1.0031885822428936,1.2431192660550459,0.6238466391384018,0.6399033090683879,Timeline Duration
167,Sports Infrastructure,Maharashtra,Shirur,3492407.3,1.7574122053693197,0.7692307692307693,-1.6166676954735633,0.8659410380238223,Cost Multiplier
168,School Infrastructure,Maharashtra,Shirur,2870745.2,1.3277761593443211,1.5333333333333334,0.14649223552297275,-1.3347935263975996,Timeline Duration
169,Rural Roads,Maharashtra,Shirur,3248060.54,0.9407731870272923,0.9844559585492227,0.4848481237146148,1.0595607772030515,Timeline Duration
170,Sanitation & Drainage,Maharashtra,Shirur,601990.27,0.527853800232184,0.4224137931034483,-0.1451889064849961,-1.0736555209679395,Timeline Duration
171,Sports Infrastructure,Maharashtra,Shirur,661030.86,0.33263694686750256,1.0879120879120878,-1.2451138700507418,0.8822576515002352,Cost Multiplier
172,Drinking Water Supply,Rajasthan,Sikar,2215868.12,1.4747008268878772,6.823943661971831,0.152659907115016,-5.871100598726852,Timeline Duration
173,Community Hall Construction,Rajasthan,Sikar,2447352.94,1.3691222567113204,1.188073394495413,0.1853768600924673,0.6429841186067442,Timeline Duration
174,School Infrastructure,Rajasthan,Sikar,3140295.81,1.452448621983889,0.7277777777777777,0.534549696435638,0.9109514763395882,Timeline Duration
175,Street Lighting,Rajasthan,Sikar,1163594.23,1.7016452033731289,0.7727272727272727,-0.9721139240498868,0.8939674869952452,Cost Multiplier
176,Drinking Water Supply,Rajasthan,Sikar,1788845.91,1.1905097234089892,1.2464788732394365,0.3167886670653339,0.5301962986423595,Timeline Duration
177,Community Hall Construction,Rajasthan,Sikar,663217.56,0.37102369159626625,2.9357798165137616,-1.138144676698633,-3.480037180022385,Timeline Duration
178,Community Hall Construction,Rajasthan,Sikar,1356832.1,0.7590523607642631,1.055045871559633,0.5753473516715633,1.0004750556971223,Timeline Duration
179,School Infrastructure,Rajasthan,Sikar,3017807.78,1.3957954971997555,1.0722222222222222,0.2348918227746133,0.9362147830881908,Timeline Duration
180,Irrigation Facilities,Punjab,Ludhiana,3691046.93,1.127621128248589,3.0137614678899083,0.2881919561974931,-3.4808570252161197,Timeline Duration
181,Rural Roads,Punjab,Ludhiana,3645868.4,1.0559948596740425,1.3937823834196892,0.5553134810262133,-0.33464638805422003,Cost Multiplier
182,Rural Roads,Punjab,Ludhiana,4244911.42,1.2295025896413707,0.9326424870466321,0.16614500931346846,1.0359362232219702,Timeline Duration
183,Rural Roads,Punjab,Ludhiana,3388243.13,0.9813758852639576,0.5958549222797928,0.5886062813830829,0.28585472106811843,Cost Multiplier
184,Drinking Water Supply,Punjab,Ludhiana,1505905.28,1.0022075508856638,0.7112676056338029,0.5173038603265613,0.6987303991166975,Timeline Duration
185,Sports Infrastructure,Punjab,Ludhiana,947433.48,0.4767574393535168,0.6703296703296703,-0.1174806503664303,0.5635964458800454,Timeline Duration
186,Health Centre Infrastructure,Punjab,Ludhiana,1762150.1,0.5881456858158801,0.46153846153846156,0.2508848567487667,-0.7114754871642683,Timeline Duration
